IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
151.145.65.203,2086,2086,false,NRT,Asia Pacific,Tokyo,151,6.61
131.186.37.49,2052,2052,false,NRT,Asia Pacific,Tokyo,136,5.53
155.248.166.39,2095,2095,false,NRT,Asia Pacific,Tokyo,130,5.39
131.186.58.151,2086,2086,false,NRT,Asia Pacific,Tokyo,131,4.84
138.2.76.91,8880,8880,false,SIN,Asia Pacific,Singapore,269,4.77
151.145.71.40,8080,8080,false,NRT,Asia Pacific,Tokyo,64,4.76
132.145.123.159,80,80,false,NRT,Asia Pacific,Tokyo,152,4.62
155.248.165.169,8880,8880,false,NRT,Asia Pacific,Tokyo,81,4.56
131.186.47.223,2096,2096,true,NRT,Asia Pacific,Tokyo,60,4.47
140.238.51.89,8880,8880,false,NRT,Asia Pacific,Tokyo,68,4.42
158.179.186.138,2082,2082,false,NRT,Asia Pacific,Tokyo,161,4.28
155.248.165.169,2095,2095,false,NRT,Asia Pacific,Tokyo,160,4.12
138.2.9.66,8443,8443,true,NRT,Asia Pacific,Tokyo,62,4.01
131.186.61.45,2096,2096,true,NRT,Asia Pacific,Tokyo,146,3.96
158.101.81.4,2082,2082,false,NRT,Asia Pacific,Tokyo,64,3.85
150.230.109.252,8443,8443,true,NRT,Asia Pacific,Tokyo,73,3.83
141.147.179.64,8880,8880,false,NRT,Asia Pacific,Tokyo,54,3.81
158.179.189.106,2095,2095,false,NRT,Asia Pacific,Tokyo,161,3.77
158.179.178.145,8880,8880,false,NRT,Asia Pacific,Tokyo,163,3.76
131.186.41.82,2082,2082,false,NRT,Asia Pacific,Tokyo,96,3.75
138.3.212.144,2083,2083,true,NRT,Asia Pacific,Tokyo,59,3.75
131.186.44.38,2087,2087,true,NRT,Asia Pacific,Tokyo,65,3.71
151.145.65.8,2087,2087,true,NRT,Asia Pacific,Tokyo,69,3.70
141.147.162.204,8080,8080,false,NRT,Asia Pacific,Tokyo,66,3.67
132.226.6.5,2082,2082,false,NRT,Asia Pacific,Tokyo,121,3.59
138.3.212.144,2053,2053,true,NRT,Asia Pacific,Tokyo,98,3.59
151.145.71.127,2082,2082,false,NRT,Asia Pacific,Tokyo,155,3.57
141.147.189.242,2082,2082,false,NRT,Asia Pacific,Tokyo,137,3.56
151.145.71.40,8880,8880,false,NRT,Asia Pacific,Tokyo,63,3.46
140.238.41.167,2082,2082,false,NRT,Asia Pacific,Tokyo,170,3.45
131.186.37.49,2082,2082,false,NRT,Asia Pacific,Tokyo,143,3.43
158.179.189.235,2083,2083,true,NRT,Asia Pacific,Tokyo,124,3.39
132.226.6.5,8080,8080,false,NRT,Asia Pacific,Tokyo,158,3.33
131.186.34.11,8880,8880,false,NRT,Asia Pacific,Tokyo,59,3.32
152.70.102.124,2052,2052,false,HKG,Asia Pacific,Hong Kong,221,3.23
150.230.219.83,8080,8080,false,NRT,Asia Pacific,Tokyo,137,3.19
131.186.38.135,8080,8080,false,NRT,Asia Pacific,Tokyo,146,3.15
141.147.162.204,2082,2082,false,NRT,Asia Pacific,Tokyo,68,3.12
158.178.242.5,80,80,false,SIN,Asia Pacific,Singapore,320,3.09
168.138.194.121,2053,2053,true,NRT,Asia Pacific,Tokyo,114,3.07
158.179.186.234,2095,2095,false,NRT,Asia Pacific,Tokyo,65,3.05
158.179.188.7,8080,8080,false,NRT,Asia Pacific,Tokyo,150,3.04
158.101.94.15,2052,2052,false,NRT,Asia Pacific,Tokyo,59,3.02
141.147.186.210,2087,2087,true,NRT,Asia Pacific,Tokyo,141,2.98
155.248.160.116,2086,2086,false,NRT,Asia Pacific,Tokyo,82,2.96
140.238.44.118,8443,8443,true,NRT,Asia Pacific,Tokyo,149,2.96
158.179.180.233,2095,2095,false,NRT,Asia Pacific,Tokyo,166,2.94
158.179.188.175,2087,2087,true,NRT,Asia Pacific,Tokyo,64,2.92
138.2.7.72,2053,2053,true,NRT,Asia Pacific,Tokyo,148,2.77
140.238.41.167,8080,8080,false,NRT,Asia Pacific,Tokyo,132,2.76
158.179.188.159,80,80,false,NRT,Asia Pacific,Tokyo,67,2.74
132.226.6.5,2083,2083,true,NRT,Asia Pacific,Tokyo,73,2.74
158.101.81.4,2096,2096,true,NRT,Asia Pacific,Tokyo,71,2.73
151.145.71.40,80,80,false,NRT,Asia Pacific,Tokyo,151,2.72
155.248.160.116,2083,2083,true,NRT,Asia Pacific,Tokyo,150,2.70
131.186.59.94,2053,2053,true,NRT,Asia Pacific,Tokyo,163,2.69
141.147.178.202,2083,2083,true,NRT,Asia Pacific,Tokyo,109,2.66
132.145.121.125,2096,2096,true,NRT,Asia Pacific,Tokyo,67,2.64
140.238.51.89,2086,2086,false,NRT,Asia Pacific,Tokyo,142,2.62
131.186.38.135,2082,2082,false,NRT,Asia Pacific,Tokyo,62,2.62
158.179.188.159,8080,8080,false,NRT,Asia Pacific,Tokyo,62,2.61
151.145.68.166,2052,2052,false,NRT,Asia Pacific,Tokyo,67,2.61
131.186.61.45,2095,2095,false,NRT,Asia Pacific,Tokyo,134,2.60
158.179.188.7,2083,2083,true,NRT,Asia Pacific,Tokyo,148,2.56
131.186.41.82,2052,2052,false,NRT,Asia Pacific,Tokyo,139,2.55
158.179.186.234,80,80,false,NRT,Asia Pacific,Tokyo,70,2.55
150.230.205.56,8080,8080,false,NRT,Asia Pacific,Tokyo,106,2.53
168.138.194.121,2086,2086,false,NRT,Asia Pacific,Tokyo,113,2.53
131.186.63.35,2083,2083,true,NRT,Asia Pacific,Tokyo,147,2.52
131.186.37.49,2087,2087,true,NRT,Asia Pacific,Tokyo,70,2.49
158.179.178.142,2095,2095,false,NRT,Asia Pacific,Tokyo,67,2.47
131.186.63.184,2083,2083,true,NRT,Asia Pacific,Tokyo,58,2.45
131.186.37.191,2083,2083,true,NRT,Asia Pacific,Tokyo,61,2.44
131.186.63.35,2052,2052,false,NRT,Asia Pacific,Tokyo,69,2.44
131.186.34.11,2082,2082,false,NRT,Asia Pacific,Tokyo,63,2.44
131.186.35.189,2083,2083,true,NRT,Asia Pacific,Tokyo,157,2.39
151.145.71.40,2052,2052,false,NRT,Asia Pacific,Tokyo,175,2.39
138.2.6.15,2053,2053,true,NRT,Asia Pacific,Tokyo,68,2.38
141.147.168.159,8880,8880,false,NRT,Asia Pacific,Tokyo,120,2.37
158.179.186.251,2082,2082,false,NRT,Asia Pacific,Tokyo,178,2.35
131.186.41.82,2096,2096,true,NRT,Asia Pacific,Tokyo,156,2.34
158.178.241.45,2082,2082,false,SIN,Asia Pacific,Singapore,335,2.31
138.3.212.144,8080,8080,false,NRT,Asia Pacific,Tokyo,160,2.30
158.101.94.15,2053,2053,true,NRT,Asia Pacific,Tokyo,65,2.29
151.145.66.219,2053,2053,true,NRT,Asia Pacific,Tokyo,164,2.29
141.147.178.202,2082,2082,false,NRT,Asia Pacific,Tokyo,88,2.27
140.238.44.118,2053,2053,true,NRT,Asia Pacific,Tokyo,59,2.25
138.2.10.251,8080,8080,false,NRT,Asia Pacific,Tokyo,171,2.22
132.145.123.14,2087,2087,true,NRT,Asia Pacific,Tokyo,61,2.22
141.147.169.131,2083,2083,true,NRT,Asia Pacific,Tokyo,63,2.22
158.179.182.19,8880,8880,false,NRT,Asia Pacific,Tokyo,124,2.21
131.186.59.94,2082,2082,false,NRT,Asia Pacific,Tokyo,165,2.16
168.138.212.40,2053,2053,true,NRT,Asia Pacific,Tokyo,68,2.16
140.238.61.78,2095,2095,false,NRT,Asia Pacific,Tokyo,105,2.15
131.186.63.184,2086,2086,false,NRT,Asia Pacific,Tokyo,164,2.14
131.186.43.107,2083,2083,true,NRT,Asia Pacific,Tokyo,77,2.14
138.2.9.66,80,80,false,NRT,Asia Pacific,Tokyo,57,2.11
150.230.109.252,2053,2053,true,NRT,Asia Pacific,Tokyo,66,2.11
131.186.34.244,2086,2086,false,NRT,Asia Pacific,Tokyo,62,2.10
151.145.68.166,8880,8880,false,NRT,Asia Pacific,Tokyo,149,2.06
132.145.121.123,2086,2086,false,NRT,Asia Pacific,Tokyo,65,2.06
131.186.47.223,2052,2052,false,NRT,Asia Pacific,Tokyo,158,2.03
138.2.9.66,2086,2086,false,NRT,Asia Pacific,Tokyo,59,2.01
158.179.182.19,8443,8443,true,NRT,Asia Pacific,Tokyo,70,2.01
158.178.242.5,2052,2052,false,SIN,Asia Pacific,Singapore,84,2.01
131.186.37.191,8443,8443,true,NRT,Asia Pacific,Tokyo,151,1.97
132.226.5.21,8443,8443,true,NRT,Asia Pacific,Tokyo,361,1.97
141.147.182.70,2086,2086,false,NRT,Asia Pacific,Tokyo,92,1.97
158.179.186.251,2052,2052,false,NRT,Asia Pacific,Tokyo,153,1.96
131.186.38.135,2052,2052,false,NRT,Asia Pacific,Tokyo,152,1.96
131.186.63.184,2052,2052,false,NRT,Asia Pacific,Tokyo,58,1.95
141.147.168.13,8080,8080,false,NRT,Asia Pacific,Tokyo,158,1.94
138.2.104.2,80,80,false,SIN,Asia Pacific,Singapore,97,1.90
132.226.5.21,2083,2083,true,NRT,Asia Pacific,Tokyo,98,1.90
158.179.183.2,8080,8080,false,NRT,Asia Pacific,Tokyo,63,1.90
150.230.205.56,2082,2082,false,NRT,Asia Pacific,Tokyo,74,1.87
158.101.90.190,80,80,false,NRT,Asia Pacific,Tokyo,68,1.85
138.3.212.144,8443,8443,true,NRT,Asia Pacific,Tokyo,154,1.83
141.147.186.210,2095,2095,false,NRT,Asia Pacific,Tokyo,143,1.82
140.238.34.208,2052,2052,false,NRT,Asia Pacific,Tokyo,57,1.81
158.179.186.234,8080,8080,false,NRT,Asia Pacific,Tokyo,62,1.80
140.238.51.89,2096,2096,true,NRT,Asia Pacific,Tokyo,150,1.79
155.248.160.116,2095,2095,false,NRT,Asia Pacific,Tokyo,64,1.77
141.147.162.204,2095,2095,false,NRT,Asia Pacific,Tokyo,70,1.77
141.147.189.242,80,80,false,NRT,Asia Pacific,Tokyo,175,1.76
155.248.160.116,2082,2082,false,NRT,Asia Pacific,Tokyo,70,1.76
131.186.41.82,2086,2086,false,NRT,Asia Pacific,Tokyo,133,1.76
151.145.70.28,2053,2053,true,NRT,Asia Pacific,Tokyo,173,1.75
131.186.36.248,2095,2095,false,NRT,Asia Pacific,Tokyo,125,1.75
131.186.34.244,2096,2096,true,NRT,Asia Pacific,Tokyo,173,1.71
132.145.121.242,2087,2087,true,HKG,Asia Pacific,Hong Kong,125,1.70
140.238.51.89,2053,2053,true,NRT,Asia Pacific,Tokyo,68,1.69
132.145.123.14,2095,2095,false,NRT,Asia Pacific,Tokyo,151,1.66
141.147.168.159,2095,2095,false,NRT,Asia Pacific,Tokyo,60,1.64
151.145.65.8,2086,2086,false,NRT,Asia Pacific,Tokyo,172,1.64
131.186.59.94,2096,2096,true,NRT,Asia Pacific,Tokyo,170,1.64
132.226.6.5,80,80,false,NRT,Asia Pacific,Tokyo,64,1.62
151.145.75.28,2053,2053,true,NRT,Asia Pacific,Tokyo,94,1.61
158.179.183.2,8880,8880,false,NRT,Asia Pacific,Tokyo,167,1.61
158.101.158.251,2052,2052,false,NRT,Asia Pacific,Tokyo,165,1.59
131.186.34.244,2052,2052,false,NRT,Asia Pacific,Tokyo,138,1.59
158.179.190.253,2082,2082,false,NRT,Asia Pacific,Tokyo,56,1.59
152.69.215.14,2086,2086,false,SIN,Asia Pacific,Singapore,120,1.59
131.186.63.184,8880,8880,false,NRT,Asia Pacific,Tokyo,132,1.59
138.2.10.251,2096,2096,true,NRT,Asia Pacific,Tokyo,63,1.58
158.101.149.81,2083,2083,true,NRT,Asia Pacific,Tokyo,60,1.57
158.101.142.103,2087,2087,true,NRT,Asia Pacific,Tokyo,67,1.56
158.101.90.190,8880,8880,false,NRT,Asia Pacific,Tokyo,153,1.56
132.226.6.5,2086,2086,false,NRT,Asia Pacific,Tokyo,153,1.55
141.147.186.210,2096,2096,true,NRT,Asia Pacific,Tokyo,163,1.54
138.2.6.15,8080,8080,false,NRT,Asia Pacific,Tokyo,77,1.54
151.145.65.8,8080,8080,false,NRT,Asia Pacific,Tokyo,158,1.53
151.145.68.166,2095,2095,false,NRT,Asia Pacific,Tokyo,110,1.53
140.238.41.167,80,80,false,NRT,Asia Pacific,Tokyo,155,1.53
141.147.160.86,2053,2053,true,NRT,Asia Pacific,Tokyo,64,1.52
158.179.176.239,2082,2082,false,NRT,Asia Pacific,Tokyo,160,1.52
140.238.61.78,2086,2086,false,NRT,Asia Pacific,Tokyo,156,1.51
131.186.63.184,8080,8080,false,NRT,Asia Pacific,Tokyo,56,1.51
140.238.41.167,2095,2095,false,NRT,Asia Pacific,Tokyo,161,1.50
132.145.123.159,2086,2086,false,NRT,Asia Pacific,Tokyo,142,1.48
141.147.169.131,2087,2087,true,NRT,Asia Pacific,Tokyo,154,1.48
158.101.149.81,8443,8443,true,NRT,Asia Pacific,Tokyo,165,1.47
131.186.38.135,8880,8880,false,NRT,Asia Pacific,Tokyo,57,1.46
132.145.121.242,2082,2082,false,HKG,Asia Pacific,Hong Kong,209,1.46
131.186.59.232,8080,8080,false,HKG,Asia Pacific,Hong Kong,137,1.45
141.147.168.159,2053,2053,true,NRT,Asia Pacific,Tokyo,133,1.45
131.186.63.35,8880,8880,false,NRT,Asia Pacific,Tokyo,69,1.45
138.2.6.15,2082,2082,false,NRT,Asia Pacific,Tokyo,150,1.45
151.145.74.56,2083,2083,true,NRT,Asia Pacific,Tokyo,154,1.44
131.186.61.45,2053,2053,true,NRT,Asia Pacific,Tokyo,156,1.44
131.186.43.107,2082,2082,false,NRT,Asia Pacific,Tokyo,61,1.44
140.238.34.208,8880,8880,false,NRT,Asia Pacific,Tokyo,61,1.43
158.101.140.154,2095,2095,false,NRT,Asia Pacific,Tokyo,124,1.43
168.138.196.164,2053,2053,true,HKG,Asia Pacific,Hong Kong,117,1.43
132.145.121.123,2052,2052,false,NRT,Asia Pacific,Tokyo,110,1.42
158.179.190.253,2052,2052,false,NRT,Asia Pacific,Tokyo,60,1.42
138.2.76.91,2082,2082,false,SIN,Asia Pacific,Singapore,239,1.42
131.186.37.191,2086,2086,false,NRT,Asia Pacific,Tokyo,62,1.41
141.147.160.86,80,80,false,NRT,Asia Pacific,Tokyo,63,1.41
158.178.241.45,2096,2096,true,SIN,Asia Pacific,Singapore,242,1.40
158.101.150.74,2096,2096,true,NRT,Asia Pacific,Tokyo,63,1.40
151.145.66.219,2083,2083,true,NRT,Asia Pacific,Tokyo,91,1.39
158.101.158.251,2086,2086,false,NRT,Asia Pacific,Tokyo,160,1.38
131.186.59.94,8080,8080,false,NRT,Asia Pacific,Tokyo,65,1.37
131.186.37.69,2095,2095,false,NRT,Asia Pacific,Tokyo,67,1.37
158.179.190.253,2096,2096,true,NRT,Asia Pacific,Tokyo,67,1.37
138.2.76.91,2095,2095,false,SIN,Asia Pacific,Singapore,103,1.37
150.230.109.252,2083,2083,true,NRT,Asia Pacific,Tokyo,122,1.36
141.147.169.195,2095,2095,false,NRT,Asia Pacific,Tokyo,63,1.36
131.186.47.255,8443,8443,true,NRT,Asia Pacific,Tokyo,59,1.35
131.186.59.94,2052,2052,false,NRT,Asia Pacific,Tokyo,66,1.33
150.230.219.83,80,80,false,NRT,Asia Pacific,Tokyo,85,1.33
168.138.212.40,80,80,false,NRT,Asia Pacific,Tokyo,159,1.32
141.147.160.86,8880,8880,false,NRT,Asia Pacific,Tokyo,138,1.32
158.101.150.74,2087,2087,true,NRT,Asia Pacific,Tokyo,150,1.30
151.145.75.28,8880,8880,false,NRT,Asia Pacific,Tokyo,82,1.29
193.123.233.143,2083,80,false,NRT,Asia Pacific,Tokyo,177,1.29
168.138.194.121,8080,8080,false,NRT,Asia Pacific,Tokyo,89,1.29
151.145.75.28,2082,2082,false,NRT,Asia Pacific,Tokyo,92,1.28
141.147.179.64,2083,2083,true,NRT,Asia Pacific,Tokyo,60,1.28
151.145.74.56,2082,2082,false,NRT,Asia Pacific,Tokyo,69,1.28
138.2.6.15,2095,2095,false,NRT,Asia Pacific,Tokyo,136,1.27
131.186.63.184,80,80,false,NRT,Asia Pacific,Tokyo,153,1.27
158.179.188.175,8443,8443,true,NRT,Asia Pacific,Tokyo,63,1.26
131.186.61.45,2082,2082,false,NRT,Asia Pacific,Tokyo,64,1.25
158.179.186.138,2083,2083,true,NRT,Asia Pacific,Tokyo,63,1.23
158.101.150.74,2053,2053,true,NRT,Asia Pacific,Tokyo,68,1.23
151.145.65.203,2052,2052,false,NRT,Asia Pacific,Tokyo,59,1.21
138.2.10.251,80,80,false,NRT,Asia Pacific,Tokyo,110,1.20
158.179.189.106,2083,2083,true,NRT,Asia Pacific,Tokyo,153,1.20
158.178.242.56,8080,8080,false,SIN,Asia Pacific,Singapore,147,1.19
131.186.58.151,80,80,false,NRT,Asia Pacific,Tokyo,151,1.18
131.186.35.189,2052,2052,false,NRT,Asia Pacific,Tokyo,133,1.17
138.2.9.66,2096,2096,true,NRT,Asia Pacific,Tokyo,70,1.17
151.145.71.40,2095,2095,false,NRT,Asia Pacific,Tokyo,62,1.17
168.138.212.40,2087,2087,true,NRT,Asia Pacific,Tokyo,124,1.16
158.179.180.233,2087,2087,true,NRT,Asia Pacific,Tokyo,59,1.16
151.145.71.127,8880,8880,false,NRT,Asia Pacific,Tokyo,152,1.16
158.101.140.154,2052,2052,false,NRT,Asia Pacific,Tokyo,63,1.15
158.101.90.190,8080,8080,false,NRT,Asia Pacific,Tokyo,64,1.15
158.179.183.2,2086,2086,false,NRT,Asia Pacific,Tokyo,179,1.15
158.179.178.142,2086,2086,false,NRT,Asia Pacific,Tokyo,160,1.14
131.186.34.11,8080,8080,false,NRT,Asia Pacific,Tokyo,55,1.14
151.145.68.166,2086,2086,false,NRT,Asia Pacific,Tokyo,69,1.14
158.179.186.138,2087,2087,true,NRT,Asia Pacific,Tokyo,75,1.13
131.186.61.45,2052,2052,false,NRT,Asia Pacific,Tokyo,160,1.13
150.230.219.83,8880,8880,false,NRT,Asia Pacific,Tokyo,161,1.13
158.179.189.235,2095,2095,false,NRT,Asia Pacific,Tokyo,122,1.13
131.186.58.151,2052,2052,false,NRT,Asia Pacific,Tokyo,69,1.12
138.3.212.144,8880,8880,false,NRT,Asia Pacific,Tokyo,113,1.12
131.186.45.88,2083,2083,true,NRT,Asia Pacific,Tokyo,58,1.12
158.179.180.233,2053,2053,true,NRT,Asia Pacific,Tokyo,63,1.11
158.101.150.74,2082,2082,false,NRT,Asia Pacific,Tokyo,87,1.11
141.147.160.86,2082,2082,false,NRT,Asia Pacific,Tokyo,62,1.11
140.238.41.167,8443,8443,true,NRT,Asia Pacific,Tokyo,92,1.11
151.145.68.166,2082,2082,false,NRT,Asia Pacific,Tokyo,167,1.11
131.186.62.26,2053,2053,true,NRT,Asia Pacific,Tokyo,63,1.10
131.186.60.162,8080,8080,false,NRT,Asia Pacific,Tokyo,69,1.10
131.186.36.248,2052,2052,false,NRT,Asia Pacific,Tokyo,61,1.10
168.138.184.64,2053,2053,true,SIN,Asia Pacific,Singapore,89,1.10
141.147.182.70,2053,2053,true,NRT,Asia Pacific,Tokyo,61,1.09
131.186.63.35,8080,8080,false,NRT,Asia Pacific,Tokyo,153,1.09
158.101.81.4,8443,8443,true,NRT,Asia Pacific,Tokyo,59,1.09
155.248.160.116,2096,2096,true,NRT,Asia Pacific,Tokyo,165,1.08
158.179.183.2,2082,2082,false,NRT,Asia Pacific,Tokyo,117,1.08
132.145.121.242,8880,8880,false,HKG,Asia Pacific,Hong Kong,196,1.05
158.101.90.190,2082,2082,false,NRT,Asia Pacific,Tokyo,56,1.05
131.186.59.232,2052,2052,false,HKG,Asia Pacific,Hong Kong,227,1.04
158.179.189.235,2096,2096,true,NRT,Asia Pacific,Tokyo,57,1.04
141.147.168.159,8080,8080,false,NRT,Asia Pacific,Tokyo,60,1.04
140.238.32.112,8880,8880,false,NRT,Asia Pacific,Tokyo,156,1.04
141.147.182.70,8080,8080,false,NRT,Asia Pacific,Tokyo,106,1.04
132.226.5.21,2087,2087,true,NRT,Asia Pacific,Tokyo,159,1.04
158.101.94.15,8880,8880,false,NRT,Asia Pacific,Tokyo,57,1.03
132.145.114.250,2095,2095,false,NRT,Asia Pacific,Tokyo,158,1.03
138.2.6.15,8443,8443,true,NRT,Asia Pacific,Tokyo,62,1.03
158.101.90.190,8443,8443,true,NRT,Asia Pacific,Tokyo,129,1.03
141.147.169.195,2082,2082,false,NRT,Asia Pacific,Tokyo,156,1.03
138.2.76.91,2086,2086,false,SIN,Asia Pacific,Singapore,235,1.02
141.147.160.86,2052,2052,false,NRT,Asia Pacific,Tokyo,66,1.02
140.238.48.97,8080,8080,false,NRT,Asia Pacific,Tokyo,163,1.02
132.226.6.5,8880,8880,false,NRT,Asia Pacific,Tokyo,148,1.01
168.138.196.164,8880,8880,false,HKG,Asia Pacific,Hong Kong,145,1.01
141.147.174.7,2082,2082,false,NRT,Asia Pacific,Tokyo,155,1.00
132.145.114.250,80,80,false,NRT,Asia Pacific,Tokyo,60,1.00
141.147.182.70,2087,2087,true,NRT,Asia Pacific,Tokyo,153,1.00
158.179.186.234,2086,2086,false,NRT,Asia Pacific,Tokyo,125,0.99
138.2.10.251,2053,2053,true,NRT,Asia Pacific,Tokyo,68,0.99
151.145.65.8,2083,2083,true,NRT,Asia Pacific,Tokyo,61,0.99
131.186.47.255,2082,2082,false,NRT,Asia Pacific,Tokyo,114,0.98
131.186.45.88,2086,2086,false,NRT,Asia Pacific,Tokyo,65,0.98
158.179.186.251,80,80,false,NRT,Asia Pacific,Tokyo,155,0.98
141.147.182.70,2052,2052,false,NRT,Asia Pacific,Tokyo,154,0.98
140.238.61.78,8443,8443,true,NRT,Asia Pacific,Tokyo,155,0.97
158.179.191.14,2087,2087,true,NRT,Asia Pacific,Tokyo,112,0.97
140.238.48.97,8443,8443,true,NRT,Asia Pacific,Tokyo,154,0.97
138.3.212.144,2082,2082,false,NRT,Asia Pacific,Tokyo,54,0.97
132.145.123.159,2053,2053,true,NRT,Asia Pacific,Tokyo,159,0.97
141.147.186.210,2083,2083,true,NRT,Asia Pacific,Tokyo,169,0.96
141.147.186.210,8080,8080,false,NRT,Asia Pacific,Tokyo,155,0.96
131.186.35.189,80,80,false,NRT,Asia Pacific,Tokyo,57,0.95
132.145.123.14,2053,2053,true,NRT,Asia Pacific,Tokyo,156,0.94
131.186.44.38,80,80,false,NRT,Asia Pacific,Tokyo,64,0.94
213.35.98.197,8080,8080,false,SIN,Asia Pacific,Singapore,239,0.94
132.145.121.242,80,80,false,HKG,Asia Pacific,Hong Kong,210,0.93
141.147.182.70,2082,2082,false,NRT,Asia Pacific,Tokyo,75,0.93
158.101.149.81,2052,2052,false,NRT,Asia Pacific,Tokyo,67,0.93
138.2.104.2,8880,8880,false,SIN,Asia Pacific,Singapore,328,0.92
158.179.188.7,8443,8443,true,NRT,Asia Pacific,Tokyo,152,0.91
158.179.186.234,2087,2087,true,NRT,Asia Pacific,Tokyo,65,0.91
141.147.189.242,2086,2086,false,NRT,Asia Pacific,Tokyo,71,0.91
131.186.34.244,2082,2082,false,NRT,Asia Pacific,Tokyo,168,0.90
151.145.65.203,2082,2082,false,NRT,Asia Pacific,Tokyo,348,0.90
141.147.168.159,2086,2086,false,NRT,Asia Pacific,Tokyo,159,0.89
150.230.205.56,2083,2083,true,NRT,Asia Pacific,Tokyo,137,0.89
151.145.75.28,2095,2095,false,NRT,Asia Pacific,Tokyo,129,0.89
151.145.70.28,80,80,false,NRT,Asia Pacific,Tokyo,59,0.88
132.226.6.5,2096,2096,true,NRT,Asia Pacific,Tokyo,57,0.88
131.186.60.162,8443,8443,true,NRT,Asia Pacific,Tokyo,54,0.88
155.248.166.39,8080,8080,false,NRT,Asia Pacific,Tokyo,138,0.88
